               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.035518,           0.0093746,                   0,             0.88682,             0.84211,             0.86031,             0.39209,            0.040927,           0.0055547,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.034668,           0.0087803,                   0,             0.86041,             0.85965,             0.85145,             0.45677,            0.038366,           0.0054868,                   0,            0.006238,            0.006238,            0.006238
                  21,            0.034898,           0.0085537,                   0,             0.90422,             0.84211,             0.87952,             0.41671,            0.039088,           0.0054731,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.033784,           0.0081944,                   0,             0.87078,             0.88665,             0.88931,             0.44964,            0.036674,           0.0054852,                   0,            0.005842,            0.005842,            0.005842
                  23,            0.032744,           0.0083409,                   0,             0.83451,             0.84044,             0.84938,             0.38695,            0.041225,           0.0054457,                   0,            0.005644,            0.005644,            0.005644
                  24,            0.032471,           0.0084395,                   0,             0.90596,             0.85088,             0.88912,             0.46798,            0.034792,           0.0054051,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.030856,           0.0080578,                   0,             0.91744,             0.84211,              0.8787,             0.48923,            0.036089,           0.0054034,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.030688,           0.0083573,                   0,              0.9231,             0.83333,             0.88055,              0.4708,            0.035306,           0.0053607,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.030751,           0.0082695,                   0,             0.93025,              0.8189,             0.89069,             0.46573,            0.035368,           0.0054207,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.030436,           0.0082816,                   0,             0.93215,             0.84354,             0.89141,             0.48393,            0.037694,           0.0052783,                   0,            0.004654,            0.004654,            0.004654
                  29,             0.02934,           0.0078124,                   0,             0.94172,             0.85088,             0.88676,             0.49821,             0.03478,           0.0052755,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.028765,           0.0077851,                   0,             0.91723,             0.85965,             0.88832,             0.49107,            0.034832,            0.005214,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.028995,           0.0080218,                   0,             0.90486,             0.83425,             0.87119,             0.50121,            0.034444,           0.0053239,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.028794,           0.0076873,                   0,             0.93384,             0.87719,             0.91417,             0.49213,            0.033743,           0.0051144,                   0,            0.003862,            0.003862,            0.003862
                  33,             0.02615,           0.0074108,                   0,             0.87767,             0.88596,             0.86361,             0.48197,            0.034921,            0.005165,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.026951,           0.0077634,                   0,             0.89537,             0.90078,             0.88265,              0.4957,            0.034356,           0.0050333,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.027218,           0.0078386,                   0,             0.91519,             0.87719,             0.87071,             0.49525,            0.035347,             0.00502,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.025856,           0.0074441,                   0,             0.92646,             0.88414,             0.89177,             0.50346,            0.034686,           0.0052953,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.024217,           0.0074141,                   0,             0.91411,             0.86842,             0.89205,                0.52,            0.034133,           0.0050836,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.025249,           0.0076005,                   0,             0.89563,             0.90333,              0.8904,             0.50205,             0.03668,           0.0050246,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.024477,           0.0075912,                   0,             0.90023,             0.87061,             0.88775,             0.52396,            0.034435,           0.0050501,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.024536,           0.0074463,                   0,             0.90237,             0.89182,             0.88427,             0.51132,            0.035643,           0.0051146,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.024147,           0.0071556,                   0,             0.90177,             0.88578,             0.88322,             0.50741,            0.034549,           0.0051223,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.023737,           0.0072652,                   0,             0.92081,             0.91797,             0.88519,             0.49764,            0.034168,           0.0051378,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.023538,           0.0075808,                   0,             0.91957,             0.91228,             0.89065,             0.50909,             0.03441,           0.0051305,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.022877,           0.0070277,                   0,              0.9128,             0.91823,             0.89689,             0.51667,             0.03442,           0.0050933,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.022457,           0.0068354,                   0,             0.92018,             0.91012,             0.89461,              0.5059,            0.034805,           0.0050168,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.022453,           0.0075376,                   0,             0.90249,             0.89305,             0.88785,               0.521,             0.03386,           0.0049922,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.022475,           0.0070223,                   0,             0.90262,             0.89436,             0.89047,             0.51865,            0.033917,           0.0049719,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.022584,           0.0067807,                   0,             0.91646,             0.89474,             0.89773,             0.52449,            0.034075,           0.0049988,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.022435,            0.007044,                   0,             0.90698,             0.88596,             0.88461,             0.52006,            0.034173,           0.0050189,                   0,            0.000496,            0.000496,            0.000496
